"j","t","k","omega","wage","iota","l","l_error","inv","eta","y","y_error","nu"
65,1,0.628363395558797,-0.987459987946251,0.5,-0.0479177616457239,-0.554870428661559,-0.614767630718714,-0.0913763336787172,0.0387902327194677,0.380210535932063,0.368231095520632,NA
66,1,1.09439614975717,-1.2844262174248,0.5,0.0124558154221459,-0.518299555586168,-0.502729786308485,-0.234337778895414,0.217208077147065,0.595199253435052,0.598313207290589,NA
67,1,0.0975206855544811,-0.188347149748946,0.5,-0.0589439684996934,-0.0204667521687048,-0.0941467127933217,0.0343576774915174,0.0157451861608584,0.891569165866309,0.876833173741385,NA
68,1,1.73277743078144,-1.28400683114727,0.5,0.0247796641572865,0.0408082981569812,0.0717828783535891,-0.443461093251332,0.294036672726618,1.23113570275775,1.23733061879708,NA
69,1,1.07662666910595,-0.570241672884174,0.5,-0.00888521530631178,0.358882829519794,0.347776310386904,-0.0206142656178153,0.542866229059732,1.79803979045368,1.7958184866271,NA
70,1,2.08630583518108,0.11452339263449,0.5,0.0387366967859794,2.09830843173386,2.14672930271634,0.49500493797302,0.223269936867559,3.21786910047557,3.22755327467207,NA
71,1,1.23775476444983,0.598983264070158,0.5,0.0623973188246529,1.96140108413861,2.03939773266942,0.378914428556832,0.197751620803338,3.0554434368161,3.07104276652226,NA
72,1,0.645026784539093,-0.574089018103515,0.5,-0.0208108378748728,-0.0235762510003809,-0.049589798343972,-0.0141216489884731,-0.205185465411139,0.667529015462635,0.662326305993917,NA
73,1,1.30536317674453,-0.0865392415624164,0.5,-0.021485896783702,1.16365531285575,1.13679794187612,0.152526857106219,0.338885177843858,2.39883122257376,2.39345974837783,NA
74,1,0.532951184177874,0.178499468693446,0.5,-0.00232626123296837,0.819093207179753,0.816185380638543,0.115613159631031,-0.00877158659711913,1.70661235245679,1.70603078714855,NA
75,1,0.373183299880449,1.20348915867246,0.5,-0.0329295770297318,1.96053342089327,1.91937144960611,0.247406338434546,0.0817848667233299,2.93860901949076,2.93037662523332,NA
76,1,1.14572311775873,-0.67111470563509,0.5,0.0801292038383496,0.293250931152334,0.393412435950271,-0.0538106901753866,0.0230418956003393,1.21258355862683,1.23261585958642,NA
77,1,0.778354063390784,-1.12324185407248,0.5,-0.00318360243773699,-0.593355926966361,-0.597335430013533,-0.135734886954989,-0.0352806391544674,0.267654165753327,0.266858265143892,NA
78,1,1.00055267581581,-1.29218505805804,0.5,0.0434413817057168,-0.610111146076414,-0.555809418944268,-0.215457269932318,0.416343260072924,0.702522845870665,0.713383191297094,NA
79,1,1.03717066207583,0.389093856257525,0.5,0.0189187740262747,1.52352823479556,1.54717670232841,0.250833249595383,0.409813238614752,2.82963220528447,2.83436189879104,NA
80,1,0.705239526905964,-0.0420918531578955,0.5,0.0707844084351218,0.694106354752655,0.782586865296558,0.0926957889751501,-0.168937764481592,1.42145932214522,1.439155424254,NA
81,1,0.715665633590749,0.540568537596241,0.5,-0.0104513378289395,1.43155468654451,1.41849051425834,0.212853269795643,-0.084516932385482,2.24332848603319,2.24071565157595,NA
82,1,0.932410692438084,-0.0986072944415768,0.5,-0.133902229617481,0.822236822988659,0.654859035966807,0.101978893269478,-8.58924134565623e-06,1.71851896562147,1.6850434082171,NA
83,1,1.5890434982866,0.275220797525004,0.5,0.0304590235478095,1.86407564306434,1.9021494224991,0.379785376357389,-0.244877799667805,2.51548857527069,2.52310333115764,NA
84,1,0.238216599785119,0.156984401932316,0.5,-0.0516820088591193,0.53430661238468,0.469704101310781,0.0833702710546698,0.123228981815464,1.5538263260743,1.54090582385952,NA
85,1,1.29697309381421,0.0164826864850233,0.5,0.0248695748208722,1.28509140035102,1.31617836887711,0.188940049811179,0.118557817621073,2.29993994984625,2.30615734355147,NA
86,1,1.16647518560676,-0.436161102780875,0.5,-0.0486946168266503,0.605100994087126,0.544232723053814,0.0204964719527689,0.271120922726436,1.77251264868772,1.76033899448105,NA
87,1,1.53154991863818,0.883583300773829,0.5,-0.00472359539170534,2.574221889933,2.56831739569337,0.639954342030288,-0.167591683273993,3.30292093853316,3.30174003968524,NA
88,1,0.84790803818285,-0.284098655357221,0.5,-0.0276988346977305,0.516432799370773,0.48180925599861,0.0504077287115197,0.200906890601694,1.61363042184662,1.60670571317219,NA
89,1,1.18500940495814,0.466828014951154,0.5,-0.012287978790359,1.75005483318462,1.73469485969668,0.316222138754476,0.183436420395682,2.82978198545446,2.82670999075687,NA
90,1,1.13354939538612,0.115270464569874,0.5,-0.0327392804403579,1.2655803868325,1.22465628628205,0.191143843763542,-0.0293245792749158,2.13254653943174,2.12436171932165,NA
91,1,0.728739984504175,1.24731662062647,0.5,-0.0491902621356987,2.32642984738154,2.26494201971192,0.3621257119012,-0.25226565495649,2.97045492429921,2.95815735876528,NA
92,1,1.60393390299159,0.497949374862667,0.5,0.0098203730336062,2.15551546885328,2.16779093514529,0.496235870192276,-0.0507129464035543,3.00109325432388,3.00354834758228,NA
93,1,1.58020130784748,-0.236431100053238,0.5,-0.0608263156117223,1.2167738544573,1.14074095994265,0.127987298500205,0.333390131817182,2.44645471814864,2.43124813924571,NA
94,1,1.3501068247575,-0.0064055478248498,0.5,-0.0142521432209676,1.30297312203906,1.28515794301285,0.190420724724365,0.144462702970358,2.34372655688357,2.34016352107833,NA
95,1,1.79341672727042,-0.0877339944433232,0.5,-0.0150173032407454,1.58920872846477,1.57043709941384,0.247769881900813,0.118781126136522,2.60428058647545,2.60052626066526,NA
96,1,1.27924321278265,-1.463885074179,0.5,-0.0319310250308801,-0.580881946381628,-0.620795727670228,-0.346412475109558,-0.577003586196451,-0.261594800703924,-0.269577556961644,NA
97,1,0.361703895770982,1.18841343283407,0.5,0.0871423948034617,1.9316442849995,2.04057227850383,0.242417966969208,0.00322229031567541,2.83115730718933,2.8529429058902,NA
98,1,0.713367292881557,0.744865796200793,0.5,-0.093470029782721,1.68491521167966,1.56807767445126,0.254058665976251,0.122941784942696,2.70414772849651,2.68078022105083,NA
99,1,0.387693692550822,-0.536739003895397,0.5,0.00155922459495403,-0.202055188729971,-0.200106157986279,-0.00541378006352984,-0.227036843156898,0.467198699987286,0.467588506136025,NA
100,1,0.763299681780344,0.267458788527217,0.5,-0.0604557064778106,1.13184729237413,1.05627765927687,0.164646272737244,-0.0952102475294842,1.9329277767188,1.91781385009935,NA
101,1,0.689816661387938,0.169361008114411,0.5,-0.0670525473968877,0.944927424014766,0.861111739768657,0.133427079344374,0.0631409476876156,1.90435910357654,1.88759596672731,NA
102,1,1.02105793657212,-0.793090221646001,0.5,-0.00228536132161328,0.0316995026004074,0.0288428009483905,-0.0813656609948807,0.0327782783915168,0.960768512866079,0.960197172535676,NA
103,1,0.544539175723777,1.04314383919215,0.5,0.109399555784756,1.9100381629058,2.04678760763674,0.266009268250751,0.191531671281523,2.99786056606148,3.02521045500766,NA
104,1,1.07901438620204,-0.173807738502826,0.5,0.071104789776282,0.856514499955556,0.945395487175908,0.0959585435260836,-0.0262192646113268,1.72658596721838,1.74436216466245,NA
105,1,0.672707678040591,0.128534304992616,0.5,0.00916235107382444,0.878923684683593,0.890376623525874,0.123163555786218,-0.00935242873277689,1.76586198782497,1.76815257559343,NA
106,1,1.88364363468632,0.283466405559396,0.5,-0.0326466419190481,2.13215777245708,2.09134947005827,0.515319308569183,0.216512778825398,3.24496128315664,3.23679962267688,NA
107,1,1.3583537380086,-0.69602634770945,0.5,0.102127965805211,0.448163171278021,0.575823128534535,-0.076250023394424,0.011218851304984,1.35567275445716,1.38120474590846,NA
108,1,1.45508711474761,-0.759952536406461,0.5,-0.0117245597420187,0.452897140053391,0.438241440375868,-0.11138593734266,-0.256321722967965,1.09286614895958,1.08993500902408,NA
109,1,1.19209267891317,-0.0339865861679069,0.5,-0.0445712383293146,1.13023444649645,1.0745203985848,0.153503290714647,-0.178956294949003,1.8475688834216,1.83642607383927,NA
110,1,1.84108804025971,0.403340596546279,0.5,-0.0678735152760957,2.2447643660674,2.15992247197228,0.56941106813448,0.154684930041388,3.29574002798294,3.27877164916392,NA
111,1,0.682131773025511,0.0516917116676038,0.5,-0.0292013994027255,0.791116526139134,0.754614776885727,0.109129590197132,0.153474844305297,1.84088210231859,1.8335817524679,NA
112,1,0.769177634819717,0.494260761951136,0.5,0.0834047558481619,1.42049296806348,1.52474891287368,0.214560564403344,0.140194799372744,2.45697849931038,2.47782968827242,NA
113,1,1.71614111927083,0.234532983662278,0.5,0.0542871677925187,1.92442629409713,1.99228525383778,0.408622165017625,0.107777098837481,2.92849412480877,2.9420659167569,NA
114,1,0.674651823344817,0.381847841353987,0.5,0.0278764164309352,1.19726673227651,1.23211225281517,0.17313753107856,0.226265998482109,2.31982346263277,2.3267925667405,NA
115,1,0.896309628199017,-0.982230599927415,0.5,-0.0818416409330081,-0.313880740077823,-0.416182791244083,-0.118172681577476,-0.0876752418575463,0.494734749938786,0.474274339705534,NA
116,1,0.803596035279008,0.474032539651195,0.5,-0.0135769014816058,1.42532379059043,1.40835266373842,0.217555861848176,0.280463501928215,2.6020780243928,2.5986837990224,NA
117,1,0.840003565725747,-0.552970917545175,0.5,0.0545899276954551,0.173426058235866,0.241663467855184,-0.0122700521647067,-0.267700916007591,0.80201587410243,0.815663356026293,NA
118,1,0.860443348511721,-0.326075444215524,0.5,-0.0156876630106516,0.474930209835657,0.455320631072343,0.0411193935713805,0.152805072376341,1.52402601408615,1.52010409833349,NA
119,1,1.24709416563391,-0.0734111293587406,0.5,-0.0341011948601303,1.12908006838855,1.08645357481339,0.148462112324176,-0.0791013548392489,1.94626944542346,1.93774414670843,NA
120,1,0.911334758865197,-1.15372652949878,0.5,0.00260403432434917,-0.515103662709124,-0.511848619803687,-0.162623673381053,0.141334793199734,0.522521862364765,0.523172870945853,NA
121,1,0.747021268942871,-0.0696898057351734,0.5,-0.0354648233919793,0.696167938313352,0.651836909073378,0.090825720106093,-0.0232277058396822,1.56923096434782,1.56036475849983,NA
122,1,1.67151941258521,-0.307961944339581,0.5,-0.0177354157173162,1.20726364074488,1.18509437109824,0.102168956434816,-0.0962795782769325,2.00727479434211,2.00284094041278,NA
123,1,0.892710295726566,-0.50305863814774,0.5,0.119751667089805,0.281934796233376,0.431624380095633,-0.000746839459855343,0.00976797910662048,1.18799350721415,1.2179314239866,NA
124,1,0.910221734978306,-0.388295984398792,0.5,0.0275504968411331,0.440710622764834,0.47514874381625,0.0277570343258627,0.0622606011448738,1.39926195578386,1.40614957999415,NA
125,1,0.949904629393219,0.872016844538732,0.5,0.0624392947580958,2.05082419154979,2.12887330999741,0.354729888348806,-0.000884037555784724,2.94623088586816,2.96184070955768,NA
126,1,1.3563331535257,-0.881421247554235,0.5,0.00247350762228846,0.214651535049503,0.217743419577363,-0.148065162128252,-0.0390990687721609,1.0718431981515,1.07246157505707,NA
127,1,0.963217797936837,-0.150799299876181,0.5,-0.0227774407635216,0.783953033506812,0.75548123255241,0.0914945615444811,-0.1780093350502,1.50223443033077,1.49654007013989,NA
128,1,0.981182914266476,-1.73071937558005,0.5,0.0328944701013693,-1.17522758433459,-1.13410949670788,-0.32830792275057,0.239557223884108,-0.0393796285763246,-0.0311560110509825,NA
129,1,0.659169760622172,-0.472012936103616,0.5,-0.0742733706192572,0.116393955572186,0.0235522422981146,0.00541042185842568,0.00931500235313422,1.02199968979948,1.00343134714466,NA
130,1,0.83786486387684,-0.350978232468405,0.5,0.0734592274475686,0.424045550464036,0.515869584773497,0.0344452861678013,0.0523435812100237,1.37267986354821,1.39104467041011,NA
131,1,1.03008022021726,1.07984404197602,0.5,-0.0110880583052087,2.38076183031743,2.36690175743592,0.442560217866057,0.267939054753086,3.54499161694467,3.54221960236837,NA
132,1,0.705552756870168,-0.673547368613096,0.5,-0.151115160682769,-0.0949389633476664,-0.283832914201128,-0.0351427466913601,0.34030023809901,1.1416520066255,1.10387321645481,NA
133,1,1.26574809631629,-0.610647817287841,0.5,-0.0434547769793007,0.473856397824255,0.419537926600129,-0.03923288677239,0.310259062873458,1.68040619257187,1.66954249832704,NA
134,1,0.240802959106606,-0.978536459399579,0.5,-0.0206945777467377,-0.882831399873887,-0.908699622057309,-0.0608827734967386,-0.0644612330817856,-0.0510019010815173,-0.0561755455182018,NA
135,1,1.15327893039488,0.125888797049174,0.5,0.099460913247787,1.2961166455643,1.42044278712403,0.198316958686471,0.132428429180043,2.32483580661849,2.34970103493044,NA
136,1,0.231775088231207,0.808026012817452,0.5,-0.0039494883755389,1.34247230338143,1.337535442912,0.164920644293063,0.327946564039398,2.56670959929498,2.5657222272011,NA
137,1,0.849511936581695,-0.839141372121151,0.5,-0.0741914473413314,-0.17596718548515,-0.268706494661814,-0.0793083873940595,-0.263649280138427,0.456674266250579,0.438126404415246,NA
138,1,0.735860047777497,-0.298066700334409,0.5,-0.0143435525656976,0.400930751544605,0.383001310837484,0.0421490606359082,-0.272988158997271,1.02423332442149,1.02064743628007,NA
139,1,0.673952609659501,0.956607366802589,0.5,-0.0450511884508421,1.91510432711261,1.85879034154905,0.285783006972595,0.0246715418124226,2.83606660079918,2.82480380368647,NA
140,1,0.971551611076304,-0.47910400664639,0.5,-0.0787008556198001,0.380864236541085,0.282488167016335,0.00552080649126125,-0.118406072760691,1.15874889565455,1.1390736817496,NA
141,1,0.0428202871599941,0.47995454637368,0.5,-0.0334157465761786,0.7670475193894,0.725277836169177,0.102282785437411,0.435560761180541,2.0988990124441,2.09054507580005,NA
142,1,1.58829165600928,0.272707026830213,0.5,-0.0928082257039131,1.86027556770319,1.7442652855733,0.378269358994082,0.250624937161515,3.00719123673886,2.98398918031289,NA
143,1,0.167513781893998,-0.913959956937957,0.5,0.134196145901396,-0.866238801857891,-0.698493619481146,-0.0489450350917117,-0.535331643027471,-0.505279713011207,-0.471730676535858,NA
144,1,0.768234799263807,0.851992023218681,0.5,0.013912336779362,1.86683206353649,1.88422248451069,0.291483693094525,-0.333196364027761,2.42992643138288,2.43340451557772,NA
145,1,0.442039947478577,0.556733170561621,0.5,0.0312534808341117,1.21233800240309,1.25140485344573,0.164414777844492,0.168495472006497,2.27712420628374,2.28493757649227,NA
146,1,0.624590499403276,-0.341810125460723,0.5,-0.0575716251042667,0.24889061530927,0.176926083928936,0.0295416595569853,0.0771012651067377,1.22228261229016,1.2078897060141,NA
147,1,2.04358327281417,-0.632922015305147,0.5,0.064783365371257,1.12661942973827,1.20759863645234,-0.102592084945662,0.427694341728336,2.45060450334076,2.46680034468358,NA
148,1,1.00869780984663,-0.273347567642422,0.5,0.0261064236694605,0.670562709220077,0.703195738806902,0.0621487326503426,0.0425598272644843,1.60941326835872,1.61593987427608,NA
149,1,0.356849734782837,0.569958393681975,0.5,-0.0469313250208194,1.15432809519476,1.09566393891873,0.152877918422616,0.36810453581397,2.41872336288288,2.40699053162768,NA
150,1,0.179697232790711,-0.395053514734,0.5,-0.00538689311368239,-0.206945229568321,-0.213678845960424,0.0125605719308365,-0.392439813358025,0.296905688947809,0.295558965669388,NA
151,1,1.22509355063633,-1.31220619062602,0.5,-0.0199815754170695,-0.438664296318434,-0.463641265589771,-0.276514343519023,-0.213220407767594,0.244406027788127,0.23941063393386,NA
152,1,0.990720083642681,-0.100053310308298,0.5,0.0643350681363907,0.871450020459279,0.951868855629767,0.107712565978018,0.0332313056653971,1.80097205799883,1.81705582503293,NA
153,1,0.840965812728078,0.540440905811781,0.5,-0.00818245498354525,1.5410328035591,1.53080473482967,0.24123717300753,-0.0977328489438887,2.33959068648937,2.33754507274348,NA
154,1,0.535318926273149,-0.811544876326689,0.5,0.0542614918453711,-0.41639044976205,-0.348563584955336,-0.0532116430318354,-0.160788830713443,0.319111451398662,0.332676824360005,NA
155,1,0.256269844929258,-0.166574187538893,0.5,0.0364915972637281,0.14565496504679,0.19126946162645,0.0430819941704896,-0.236675096736961,0.805270600183985,0.814393499499917,NA
156,1,0.46240385169216,-0.855706486630457,0.5,-0.0149587796981378,-0.535393152900126,-0.554091627522798,-0.0564821508299048,-0.107812943206015,0.253084635768014,0.24934494084348,NA
157,1,1.50001440185696,0.081780706825251,0.5,-0.00249593069364069,1.54437507031371,1.54125515694666,0.260739778621183,-0.311413966212723,2.12925183597514,2.12862785330173,NA
158,1,0.689366652601588,-0.0927682951242269,0.5,-0.0431205152812133,0.616872037278412,0.562971393176895,0.0811390121047243,-0.134344697468941,1.37881807168363,1.36803794286332,NA
159,1,0.307786576307754,-0.0235840605102219,0.5,-0.0248999049475313,0.369469763788814,0.3383448826044,0.0648121300806215,0.182715083920628,1.4484755795836,1.44225060334671,NA
160,1,1.93464531121179,-0.435715644604206,0.5,-0.0697959108538189,1.27780667671236,1.19056178814509,0.0444949862113088,-0.15344733274092,2.0206500758456,2.00320109813214,NA
