"i","t","v_x_1","v_x_2","v_x_3","v_p"
47,1,-1.56194956414967,0.289013873039627,0.415318348376715,-1.20637010207794
48,1,0.471221587835894,-0.884483744445786,0.642290207129998,0.678398973181419
49,1,0.0357610372343732,-1.57776518406175,0.835606930222436,0.455186740282173
50,1,-0.351850232327599,-0.377961893026853,0.261991426543896,0.84602025572184
51,1,-0.943754999834765,-0.502520445839546,-1.12565270115177,0.91171979670056
52,1,0.367376615854782,-1.39505363338609,0.0556779393696995,-1.19022134654207
53,1,-1.86547171250828,1.6155570935796,0.289616457449797,1.71205926794846
54,1,0.11055393642606,0.459771074788383,-1.80109919186929,-1.74865062820211
55,1,-0.486629941792978,-2.19494971950614,-0.085007716836595,-0.940126345617016
56,1,1.19753212524764,0.426731832251482,-0.743840045489992,1.31531568839127
57,1,1.51283242847154,-2.33401912390207,0.911689031541578,0.257289466406676
58,1,-0.726766737097221,-1.2085095676768,0.275239674341322,0.254492514654273
59,1,-0.247861366334999,1.08288043104118,1.45316216796763,-1.60850868230895
60,1,0.134429189269096,1.39820425775043,-1.12087728165625,0.553298668974894
61,1,1.08531786542511,-1.78719041390731,0.680571364898503,-1.01176058198716
62,1,1.29614591705562,-0.217249388107269,-0.88144507819729,-1.00364250250629
63,1,1.28762995567038,-0.64341051133063,-0.355690092261254,0.597486133152728
64,1,-0.338703588245132,-1.02460146435534,-0.0955153428187043,0.54285309332232
65,1,0.604296542217034,0.944906967663878,0.411029829962997,0.212929734898501
66,1,0.920767407255184,-1.46006111665921,0.719555466258553,0.0169300171922841
67,1,1.64476374303366,2.2526917704331,0.0825887492323495,0.624301857462466
68,1,-0.886251616805477,0.768010911588275,2.06509071595647,0.605326089346083
69,1,2.17250012907334,0.203288606966589,0.0711655900516869,-1.75821259356049
70,1,0.714854301548273,0.721392949732809,0.45256167026847,-1.08956054011185
71,1,1.0374125711965,-0.545577783883291,0.553155087040393,1.49715700886592
72,1,-1.07557163068991,-0.622968030415706,0.217879331693372,-0.251381659621739
73,1,-0.474255269772743,1.93393357500496,-0.50915664179335,-0.595683854726827
74,1,-0.0698125803393669,-2.00020928237059,2.43560991727339,-1.15820207420024
75,1,-0.762523193795482,-1.77136268854777,-1.80195801017028,-0.54161995949026
76,1,-0.572609703531316,1.79983130306176,1.93399287035084,0.478913955443281
77,1,-1.12769198859714,0.025531163374852,-1.36427376337439,0.375243893274667
78,1,0.122726540709163,-1.46042196996749,-1.86195488968265,-0.138330411562605
79,1,1.22878953420202,-0.050269592894342,-1.47215248207232,-0.830225388230801
80,1,-0.587573018526151,0.659730790102332,1.42589037993514,1.39784336853648
81,1,-1.83916811346666,-0.786413542784588,0.959208044567018,-1.38081054411215
82,1,0.497826138658401,-1.27518151931681,0.207672037726972,2.82373588733583
83,1,0.506481649643376,-1.6380347113348,0.118347719916454,-0.435503175714421
84,1,0.5236044051708,-0.733167566045733,-1.20791906839119,-1.27037416567164
85,1,0.624949908399273,1.11982901519765,2.74671613515632,0.105671937533911
86,1,-2.98085477937824,-1.48754229394394,-0.623809384598364,-1.21961414609348
87,1,1.88692671930828,-0.598547055578991,-0.822827164430891,-1.7822959780687
88,1,0.459880260364276,-1.26433367419464,-0.972589348323355,-1.10128960871459
89,1,0.391427639599976,-1.09067739733988,0.294350180183911,0.739656571306957
90,1,-1.1872535150137,0.844302397391355,-0.13279636933249,-2.42940861497579
91,1,0.444323559173217,-0.508819978159618,-0.870555765668523,-2.04091010044082
92,1,-0.753943997566823,0.0969783350411589,-2.19973849234319,1.24980226447562
93,1,0.211011423662399,-1.23177861627302,-1.70642974613609,0.417602643715401
94,1,-0.136752079928056,-0.247494083412344,0.62526199091522,-0.170091795810493
95,1,0.0132439946545028,1.74367185789954,0.109992434564941,0.563508692798329
96,1,0.680105587046662,1.2664071557161,1.95401745390591,1.9530280901094
97,1,-0.0557253665068746,1.39568448212763,0.108559210834235,1.52062418332477
98,1,-0.499098018560668,0.261443307834524,0.892458951097667,0.0239781092585785
99,1,-0.826927163546657,-0.787876442636552,0.487776494975637,0.366641371038638
100,1,-0.289831986973819,-2.13746481867582,-0.961917489975057,0.899535175956181
101,1,-0.492539303928673,-0.186391301034992,-0.851513458934152,0.66888486468311
102,1,0.975110148653936,-1.10093658148437,1.86472507067949,0.202686693103116
103,1,0.0979594208690554,-1.24281382456385,-0.18710801878808,-1.0033854869589
104,1,-0.497160426252782,1.37421385809975,0.075230854575795,-1.5816757207483
105,1,0.423245237953249,0.406184618165351,0.771304089799118,0.253828129808924
106,1,-0.519233144848389,-0.334098281596079,0.824884752006203,-0.413877565176462
107,1,1.91911143009573,1.95319514545549,-0.0494419230813029,1.53568276746576
108,1,-1.24473834900437,0.00648131218685608,-1.29002265958946,-1.11445113494173
109,1,-0.160439995770294,-0.0633299156375416,-1.25313532930034,-0.0498329680388791
110,1,1.02158087612774,-1.25012062487696,-1.10712616786651,0.425661730102459
111,1,-0.632830864851566,0.0970072998295317,0.318781822389743,-0.122853535706881
112,1,-0.203434845430055,-0.225948680676053,1.59777612655063,0.371262197370845
113,1,0.411278203793493,-1.32903949888757,-1.54321086102502,0.631230671846396
114,1,-1.01458042114401,0.451066128785861,1.43399856766533,0.879802021008777
115,1,0.99828767052731,-1.3231154328126,-0.0178608899559841,0.2696181045703
116,1,-1.63228990465595,-0.904552362188614,-0.778449853496864,0.904680040488554
117,1,-0.234161211897477,1.49402452190697,1.03230880583246,0.104849370748304
118,1,-1.65510950148292,0.073639837770112,0.117724450016584,0.34078085905023
119,1,-0.833470788453693,0.928069674759674,0.834386462123169,0.751956592491892
120,1,2.30888335087111,-0.634141095825883,0.80391351847406,-0.465395185558677
121,1,-0.263555628832857,1.20498444066247,-0.864240406381101,0.362929145094474
122,1,1.99710850259121,-0.187762696170842,0.520842792266561,0.268282804498715
123,1,-0.242841971658977,0.47695747766763,0.490223447984202,-0.919971487107362
124,1,-0.554739546378118,0.923629111284239,-0.515905982205482,-0.425049636718038
125,1,-0.52947657549752,0.654921387664835,0.465306299654117,0.387564216030384
126,1,0.704735648559801,-0.0390939883064844,-1.44456722273839,-0.986553220630479
127,1,-0.938885792890617,-0.109125724741609,0.344386425443723,-0.626080050127028
128,1,0.875266133569224,0.0992199411302696,-1.93020312523005,0.333983107071872
129,1,-0.744367045365983,-0.904668327286397,1.31174327545822,-0.319148291528729
130,1,1.72907281236682,1.04908415142217,-0.302283041570755,-0.774947645728122
131,1,-0.814992277673091,-0.9395392215878,-0.847327650447535,0.51232997504137
132,1,-1.6902329841028,-0.149050941649757,-0.219320406892168,0.352892759222496
133,1,1.4909444628374,1.49821980316159,-2.00785934246794,-0.553053555368988
134,1,0.703633074954809,1.16996617228335,-0.346459911585589,0.0991133346225534
135,1,-0.962693580057455,1.08188807845054,-0.546808328533259,-0.427081952366374
136,1,-1.19753699209426,0.967657811048662,-1.33302084150002,-0.719128667186131
137,1,-0.00087742278126087,-0.576757267612864,-1.61572069077546,-1.05622523795901
138,1,0.70100820351679,-0.165736218715162,-0.545508539118053,0.222786086540296
139,1,-0.247341223656038,1.29279814282611,-1.16450456661868,-1.4084453866018
140,1,-0.00627671028705999,-0.345327947570439,-0.10122326693513,0.217057758105797
141,1,0.144663709532657,-1.39185148456885,-0.146491684191512,-0.0710061353434652
142,1,0.532446118204135,1.22947846688132,0.338870154881646,0.878091835040614
143,1,-1.17603585159241,0.845085866864232,1.19185020988272,0.879064284298828
144,1,2.48365406783546,-2.04560955556081,-0.797573971273768,-0.70885296276525
145,1,-1.33166906271364,-0.539099416144592,0.216256983474195,-0.529785773442644
146,1,-1.36076832950042,-1.31028026434881,0.977307392457344,1.19090408351676
147,1,-0.235092456332526,1.35601029137274,-1.42962086521751,-1.93937059834464
148,1,-0.0895549823928592,1.08224097878986,0.586981576017943,-1.24609099182949
149,1,0.200828737729833,1.81313302395045,-1.74943198537678,0.703700211598081
150,1,-0.265365341873434,-0.274901147294297,1.25592184753107,1.12211327136561
151,1,-0.110013783091227,0.0960655989065132,0.235964625468451,-0.632270962292206
152,1,-0.213782822034777,-1.41078357586873,0.532535589714382,1.71536182416698
153,1,0.755948255241542,-0.582462782751307,-0.923266877186306,-0.51195585733905
154,1,-0.155226372071595,0.480714780066343,-0.0265069715781519,1.35473611349271
155,1,-0.253006698924227,1.39018748703436,-0.444056157275247,-0.0154724012745553
156,1,-1.65130354378339,1.41925607315552,0.0428941117214646,-0.722348689579293
157,1,-1.7595266794624,0.272598739654007,1.02896746682203,0.626518579769055
158,1,-0.392785997404055,-1.69185682556113,-2.75619433690585,0.160953041916054
159,1,-0.936514737913993,0.0920901437385171,-0.680700311792251,0.505998334131309
160,1,-1.76524039239768,-0.960702243735734,0.80547772997143,-0.442191694138208
161,1,-1.75931144884997,-1.55294587377529,-0.591234603902453,0.387989504154122
162,1,0.722482194517329,-1.47920728543046,1.09392761563353,-0.531361570030448
163,1,0.105902985199033,0.742568811141313,-0.785449609372281,-0.639863175619437
164,1,0.390137002841739,0.27417388863666,-2.3121065968552,0.514885553961553
165,1,-1.64396343819755,0.0583163739513272,-0.507540359561085,2.06389133253798
166,1,-0.65481462110254,0.27916264593831,0.686135288295988,0.345557762872333
167,1,-0.0891427482546044,0.911879048120538,0.938822977506162,-0.187782421127966
168,1,-0.689411466799491,-0.854773177308466,-0.322510873805528,-0.780051231746629
169,1,0.142398384504201,-0.862324801634551,-1.62399874410293,-0.256074115368953
170,1,-0.536689121341316,-0.26322152560155,1.12935192293305,-0.164713145415913
171,1,1.41958899878053,-0.910167738058859,0.0256546979035171,0.539495276426437
172,1,0.525737567405204,0.81813853407232,-0.767500783463096,-0.975109656682242
173,1,-0.360002448360396,0.0979725624340297,1.43279487804784,0.898905109521278
174,1,0.42555486490149,-0.261140082258919,-0.291365055455267,-1.06619525277534
175,1,-0.411289830351588,-1.98031489024574,-0.99359080379653,0.212827433130589
176,1,1.07092478679444,-0.30722612294718,0.601632276111258,-0.36431643040724
177,1,1.04682217393927,0.157424398686402,-0.418589321027603,-0.542029740405695
178,1,-0.360574316378937,-0.855145582850613,-1.31736108364765,-0.546348800358433
179,1,-0.246120555230647,-0.091921094403029,-0.457529198321719,-0.673213956098206
180,1,2.6328439945096,-0.105502895505776,0.102922814195062,1.3531082525087
181,1,0.0828732141075895,-0.895922788360057,-0.707312937600456,-0.374936310647728
182,1,-0.993746582650212,-0.121222044133778,-1.81075801529405,-1.40294057026609
183,1,0.343609190234358,0.400440604559542,-0.373906418750398,-0.0970606328189546
184,1,0.0499225873577813,-0.42825000121324,0.078091316646285,-1.23595247956741
185,1,-2.50731561817335,0.602948515582498,-0.644149391363239,0.459933407410464
186,1,0.328457976464766,0.063939772852621,0.194517194229612,0.129421880172013
187,1,1.11641612227678,1.29412034748716,-0.514106406355297,0.385144837591273
188,1,-0.396691956402495,-0.796548179593594,-0.187719526495597,1.46261552932898
189,1,1.25696669721802,-0.322760486335476,-0.713254174301097,1.35245230975456
190,1,0.126520262496221,-1.20475797863352,0.711872052093106,-0.73376071354439
191,1,1.08006176698795,0.90601768466851,-0.341117262203772,0.260104725645384
192,1,-0.0332131158711749,-1.12116354174141,-0.436875538302627,-0.41652025296936
193,1,0.0955011950514356,0.0519686006494542,-0.805552943751351,0.383573973789915
194,1,-0.5102972723026,-0.316375257010492,0.330443621370082,-0.627485554034373
195,1,0.908613583937615,-0.824007815290993,0.926258639780128,0.428773826094748
196,1,-0.387516124560848,-0.411389749873326,0.821385158091235,-0.228107804455477
197,1,2.06105440055176,-1.50539406106721,0.164449194439892,1.03770719293556
198,1,-0.432644651732663,1.09265349641409,-0.687212612316653,-0.873850439165364
199,1,-0.629652745989543,-1.28784485038358,0.182012977196128,0.629312604697464
200,1,-0.780897455165702,0.998349839817374,-0.0147455124312229,0.0433929663207832
201,1,0.112304176971878,1.36598277324401,-0.319954278669016,-0.898896078518167
202,1,0.870599595916544,0.922866850467382,2.03376786433926,0.316723810381698
203,1,1.41980276096092,-0.583163121319665,-0.270354951956741,2.37607683945417
204,1,0.692738619192126,0.851718599312178,1.12732782360684,0.384374884683564
205,1,-2.26161327646333,-1.64782904038921,-1.12024416052487,0.370451393723138
206,1,0.713379246839445,-0.718698211122238,2.01035207806446,-0.294246118771458
207,1,1.53607986324167,-0.0592011390588452,0.75800476919738,0.554655205735196
208,1,0.318570720934271,2.3662676803203,-1.35326079120434,-1.1567418560188
209,1,-3.20805687610525,0.107865251439239,1.84860328401091,0.570404877294473
210,1,0.436681717010862,-0.287593924605724,-1.05255469147931,0.0266311291112043
211,1,-0.613251076721228,-0.585573181953561,0.217877197703408,-0.358961748486662
212,1,-0.0349603501428892,-0.643538938718414,1.08554742499505,-0.0629486110467501
213,1,-0.906138120993062,0.640599420797198,-1.40568859980985,0.325067086580716
214,1,-0.51402135115389,-0.42737879985321,-0.115297514172969,0.983139430276462
215,1,0.147031118708133,0.182432968357846,0.0427904542140478,0.73038150269897
216,1,-1.3438761034106,0.507541103039594,1.41755499777179,0.743490448373418
217,1,0.163461568881095,-0.143892101674379,0.369234429721211,0.0564066028170776
218,1,-0.542909223322403,-0.887545427779106,-0.821465015473426,-0.28096675674812
219,1,0.423016854324198,-0.0282866594769993,-0.367227391146758,-1.92090445290252
220,1,-1.23161261394232,-0.663533305332401,1.89816825979075,1.15512684391401
221,1,1.10667546849715,-0.938094270186403,-0.631092642585705,-0.893970892702623
222,1,0.0530992372669268,0.832247180922177,-1.87442912578413,0.881412080878231
223,1,-3.20211005574372,-0.0706230069065737,-0.0889334777070471,-0.494506923035926
224,1,-0.953904369733372,-0.75993178080017,-0.726231681211161,-1.43475863984996
225,1,-0.205155007690135,0.135219281548775,0.0674030814912919,0.441040547892474
226,1,0.352459403571786,1.90623602280395,-1.5735604664072,1.58821312413482
227,1,0.58958827741381,-3.75551205736242,-0.748217359197782,-0.457983397699056
228,1,1.57400710197297,-0.46269101983256,-1.75199476569893,0.132303956718176
229,1,-0.627745333209963,1.87674010394225,-0.602130090391278,-0.420947572911225
230,1,0.868164976951994,0.5534224935937,0.68837657934559,1.65645798388513
231,1,-1.4843701024496,0.18345874125097,1.01778308673629,-0.376332604993029
232,1,-0.400899287124506,-0.409094606299002,-2.18589471202149,0.414653199276452
233,1,-0.639347683628521,1.50683857831927,0.424671006177182,-0.00902191596727498
234,1,0.216391047256349,-0.518048974365041,-0.927070051758447,0.0223655485059466
235,1,-1.2611376296688,-1.79454302111475,1.03510381657724,-0.0847219297673876
236,1,1.98796868828322,-0.0838303925239852,0.336771493205374,1.36085448350695
237,1,0.982304768120544,-0.0105377686935434,-1.52574649030999,1.19188820015575
238,1,-0.306820287945659,0.54724042660534,-2.57444836556147,1.34342062745403
239,1,-1.31316352225554,1.21537037667646,-1.02314577538625,1.51327842296363
240,1,-0.907211164521709,-0.931838506233718,-1.31744793520453,0.291491845779092
241,1,-0.0926869504167684,-0.524552297679895,-0.25578386380933,-0.325081302146217
242,1,-2.50332774743482,-0.00603650297590149,1.4536267240296,1.33946352381338
243,1,-0.582792511590403,0.211905273033593,0.0517951779445428,2.17199709308915
244,1,1.12082698678478,-1.8772830596097,0.247945897109402,1.08468273957127
245,1,1.1651172181161,-1.29943380219401,0.503336776351082,0.116343254631382
246,1,-0.222584799465931,0.387239578137185,2.1884639151594,-0.794446525873543
247,1,0.271809486187721,-0.065206995265111,0.277313208246974,-1.65037800807544
248,1,-0.910261998255786,1.28688227990471,-1.41964129859935,-0.142267088412191
249,1,-0.741121060037364,-0.158031755488983,0.202382629077366,0.666809429115399
250,1,-0.426786424237152,-0.0770661376236711,-1.31426073897219,-0.549223394092581
251,1,0.750682537340365,-0.838170525369592,-0.835976507606564,0.28443363436578
252,1,0.6493286576328,-0.918488604784068,-1.17555888936593,-0.72487202282415
253,1,-0.448295562458784,1.01223307783386,-0.359509234553842,1.49309173839314
254,1,1.05941538299433,-1.0214763973223,0.243206470904859,0.917708262833658
255,1,-2.69530466049794,-0.13354179793628,0.582142000292752,0.461599374677237
256,1,-0.327159191352153,-0.0248562484649591,-0.543598657700203,1.27682454511548
257,1,1.31966901873928,0.325356757790063,-1.81704467657857,-0.70193467529342
258,1,1.55851138518142,0.528143644626079,1.27594958036802,-1.46373631747428
259,1,0.860637444235263,-0.888928045329676,-0.496598168029458,-0.659670572493496
260,1,0.142136862048121,0.815490939232358,0.110146508530556,-1.56129839090096
261,1,0.202363274147139,0.680872628655934,1.00031146161421,-0.215718292988369
262,1,-0.500252015337885,1.42711171982948,0.330601805051117,0.952495275474291
263,1,-1.15069185336539,-0.115800040290293,-0.003448513839253,-0.870703414005537
264,1,-0.608551690703679,1.01241088561658,0.645007619167696,-0.416636814103336
265,1,-0.14707489115322,1.42036575342946,-1.07060137436733,-1.60278900751592
266,1,-1.43582859213366,-0.0924476492004726,3.21343626597697,0.275885602171397
267,1,-0.243172363939305,0.113278927708836,0.202962364914274,-1.38652304115517
268,1,2.02669502369221,-0.441680501911244,0.794268153069858,0.183801887346678
269,1,-1.01799744846075,-0.0735070896787126,-0.479178810430015,-0.664950496652259
270,1,-1.30985618911329,-1.18823306553834,-1.41957655216151,-0.131773907534292
271,1,-0.616450867284611,0.194295972783915,-0.633200566138622,0.442401230450637
272,1,1.02441869444659,-0.517646804676219,0.789886568139375,0.793431865078847
273,1,-0.83274933439023,0.0177212319785391,1.35293365652014,-0.235990766338039
274,1,1.44207722389048,-0.70645144005597,-2.17219839111451,0.86147629964687
275,1,-1.26921903752016,-1.37912811715598,-0.041667137734508,-1.06790609326117
276,1,-0.314308990290208,0.218501976608654,1.12858654786634,-1.04089353955846
277,1,-0.6141977822625,0.167469535981573,0.872009454307605,1.21915647610915
278,1,-0.564376525135597,1.09505566703894,-0.272543952038174,-1.26666594803064
279,1,-0.564897060994212,0.745147310171569,1.05211544889617,0.217760615005584
280,1,-3.07124303553711,-0.590538696222309,0.436518165777537,-0.851309897724032
281,1,-1.31446609322366,-1.24340575067869,-1.30539293693108,0.873862409648294
282,1,0.677056135772086,0.663443192233373,-0.152040322815234,-1.31129386874398
283,1,1.59911709555023,2.11702451654155,-0.887774056513927,1.81725221577064
284,1,-0.978987936648209,-0.107885461826552,-0.138956998146871,-2.41413762305915
285,1,-0.430657192807828,-0.0969315441603009,-1.19931605494486,-1.51410442785166
286,1,-1.62209885763213,1.56361911339544,-0.475571652248977,1.37585250552074
287,1,-0.647195629340894,-0.601638156768182,0.0666245509127765,-0.435791838253667
288,1,0.361005671269585,-1.19471868176118,-0.210022913460176,0.503569558361796
289,1,-0.787349946433107,-1.39261669619425,-0.406995456178608,-1.08711611874691
290,1,0.264414442445665,-0.264480187898038,-0.641002330551299,-0.469848785264013
291,1,-0.114378255227206,-0.626644589040927,0.292505766848914,0.54864978868063
292,1,-1.63080354573953,0.851601676813584,0.645549242156773,-0.663435475324354
293,1,-0.987340283697582,-0.472104201821736,1.56110957258467,-1.80459334867892
294,1,-1.78179560822565,0.539185153954469,-1.54363144869358,1.61597695397495
295,1,-1.11505000499486,-1.02349336532298,0.092410817058497,0.0195889020813646
296,1,1.58649048041527,0.713368236143428,-0.214325939128526,0.981505448557398
297,1,-0.775966162548199,-0.317983149983425,-0.231254812427325,-1.55084953069041
298,1,-0.656092428360995,1.49900165655479,-0.226609135819175,1.076850717853
299,1,-0.965048986643762,1.14151288488958,-1.06552853041551,-0.685712866369038
300,1,0.746863320289386,2.60828953193495,-1.93791280596086,0.472632415131099
301,1,0.677905536251931,-1.1332144305239,-1.05140520183996,0.524032855319437
302,1,1.29653625864232,-0.438812929411383,-0.14780789033923,1.44465210949365
303,1,0.999364190357656,-0.979656121902379,0.0610940232265062,-0.127727821067819
304,1,-0.468470898652754,-0.808455698685082,0.46149081150869,-0.153896359833195
305,1,0.571485629012,-1.5432953076628,2.49981891710248,-0.122141943893377
306,1,0.423369097200286,-1.00347369750766,1.40441631568021,-0.793934103273039
307,1,1.57194319674487,0.375434604728937,-1.45820725752165,-0.217906531996629
308,1,0.240256623616103,-1.02058505405832,-0.78397633262399,0.0338675928389414
309,1,0.316422729082583,2.00608340090551,1.45489853261424,-1.00144729868342
310,1,-0.54417040030936,1.86293091374416,1.58658337893319,2.55048342519183
311,1,0.122651647086549,1.18936640343977,-0.474875920389622,0.0337504486948803
312,1,0.954675640623287,-0.564234989692204,-1.34510572179917,0.516504744478493
313,1,1.49229156949754,-0.187333207993403,-0.90993393517665,-1.15974873941049
314,1,0.782586988631191,-0.321437795024976,-0.491689998086847,0.22393594075599
315,1,0.531534886349928,1.64961364496448,1.41547777878022,-0.343146148659882
316,1,0.567232748620047,1.01255886531468,0.352421276034165,-1.72178976093114
317,1,0.156782131753834,0.378447908459918,-1.2394812170352,-0.518057784127216
318,1,-0.402740225607502,-0.437460349280799,0.344993669800591,-0.300700891517359
319,1,0.0754858051111999,-1.19907233307922,0.953271754731255,-1.21357305968081
320,1,-1.20263029488377,2.11861211058649,-1.46059549444891,0.707681328040753
321,1,-0.372384602760343,-0.102570896234302,-0.183573004696677,-0.0894498646696353
322,1,0.652391155370522,-0.512349633385525,0.0756346028866054,0.461180541838454
323,1,0.617010157044081,-1.09682580561352,0.648283300292502,0.269194958226491
324,1,-0.447139503006748,0.270009046465646,-1.80024296153535,-0.214934510965296
325,1,0.158480999959808,-1.03736238535133,-0.666417632348346,0.0187816697029878
326,1,-0.513998937635304,-0.0373545135754869,1.98771347593112,-0.906314551879505
327,1,-1.12276336437519,-0.170567906130492,-0.234764948141166,-0.626126161656402
328,1,-0.447139022225265,1.18327853716295,-1.46905544481779,-0.344060541895555
329,1,-2.11185369823736,0.2742248310295,-1.91060573343254,1.77825298757601
330,1,-0.728098632558749,0.343801103857401,0.875992842959756,1.67296501277408
331,1,-0.246700356153367,0.337608493985131,-0.383260371210423,0.604288890660936
332,1,-0.613615678060157,-0.353209678573524,-1.09541777174123,0.865538075063784
333,1,0.103947848541539,0.835026441733743,1.02242167903843,-1.3080851072037
334,1,-0.800578552066803,-1.33529822428369,0.977067186370469,0.651422658630506
335,1,1.32370390419044,0.585952670868404,0.623012519267521,0.617199964577721
336,1,0.0311640787660535,-0.934059887220762,0.327621775605833,0.510003145914356
337,1,-0.82361367332353,-1.09555792641258,-0.305673624376525,-0.929249511988057
338,1,-0.866751731322283,1.09884272534818,1.29818529205117,0.0494774355714226
339,1,-1.25258157877411,0.981670955101825,0.0631024727068055,1.58768921133254
340,1,-1.0501979652639,1.23352517513517,0.0465647370590037,-0.652630612104487
341,1,0.826524800809867,0.0797422834495467,0.448093852466494,0.915095967378609
342,1,-0.843670255924305,1.75811821492071,-1.60406861317665,-0.314184930952969
343,1,-2.16668094347871,0.04067610225716,-0.377603958681051,-0.101797752582389
344,1,0.774014993072303,1.35144676464662,-0.693823776585282,0.932738486031443
345,1,0.598681328050187,0.231813597735271,1.28048251194388,-0.0191093139377349
346,1,1.19722467606599,0.40096619755235,-0.0640063109874331,1.28753274676985
347,1,-0.368173869420077,-0.722429000170032,0.580871263921455,-0.783081045872085
348,1,0.702319798990721,-1.25261574949153,0.204595694356696,-0.666447357621851
349,1,0.0753470583633293,0.722390558753731,0.33596297108966,0.690155566323232
350,1,-2.26265058199372,-0.245391099848965,-0.126943345310513,-0.306609020053384
351,1,1.05470523935575,-0.362323734285191,0.322388955577353,-0.208958790878856
352,1,-0.897325311528992,0.855038542688211,-0.342816844163367,-2.21188726570166
353,1,2.39885487143668,-0.761675713239049,-2.36598222419916,-0.892639165090076
354,1,1.26319966951482,-0.283629823596449,0.691136692720847,-0.246148521032414
355,1,1.29058501543878,0.422888445275477,-0.739124164365432,0.430088138913641
356,1,1.9884855777354,-0.547301179449434,-0.0383172650824159,0.277888400233021
357,1,0.20920690626195,1.79592809711727,0.404095431166701,0.269616918385721
358,1,-0.444696566571594,0.107867713176624,0.0911077261801642,0.233197909509538
359,1,-1.65847751361708,-0.076331430977213,-0.416142395265396,-1.79435124922833
360,1,0.582330196939139,0.141752398271298,0.580756784755792,-1.15427464093364
361,1,-0.711207574206087,0.293597806112894,2.8618847151963,1.08506880538568
362,1,1.36899877314235,2.93065773104038,-0.855486264751135,0.185421861645363
363,1,0.0612009393130314,0.720406724882797,0.0878319416951352,-0.767461439639079
